esv_is,0,0,1,1
niv_is,0,1,1,0
eng_TAMsimp,,,,
PRES,1.11,68.62,14.95,46.95
FUT,1.0,inf,inf,inf
FUT ~ MOD shall,1.0,inf,inf,inf
IMPV,1.0,inf,inf,inf
IMPV ~ MOD shall,1.0,inf,inf,inf
PAST,1.0,inf,inf,inf
FUT ~ PRES,1.04,42.9,inf,61.29
MOD let,1.0,inf,inf,inf
MOD must ~ MOD shall,1.0,inf,inf,inf
MOD may,1.0,inf,inf,inf
MOD is to ~ MOD shall,1.75,2.33,inf,inf
MOD can,1.0,inf,inf,inf
MOD shall,1.0,inf,inf,inf
MOD shall ~ PRES,1.22,5.56,inf,inf
FUT ~ MOD may,1.0,inf,inf,inf
MOD would,1.0,inf,inf,inf
IMPV ~ MOD let,1.0,inf,inf,inf
PAST ~ PRES,1.08,inf,inf,13.88
MOD let ~ MOD may,1.0,inf,inf,inf
PRES ~ PRES PART,1.2,12.0,24.0,24.0
PRES ~ PRES PERF,1.1,inf,inf,11.0
MOD should,1.0,inf,inf,inf
FUT ~ MOD lest,1.0,inf,inf,inf
MOD can ~ PRES,1.31,17.75,inf,5.46
TO INF,1.0,inf,inf,inf
FUT ~ MOD can,1.0,inf,inf,inf
MOD may ~ PRES,1.11,31.0,inf,15.5
PRES PERF,1.0,inf,inf,inf
MOD may ~ MOD shall,1.0,inf,inf,inf
IMPV ~ PRES,1.04,inf,inf,27.5
MOD can ~ MOD may,1.0,inf,inf,inf
PRES PART,1.2,inf,7.0,49.0
PRES ~ TO INF,1.18,9.0,inf,22.5
MOD should ~ PRES,1.07,22.5,inf,45.0
MOD can ~ MOD shall,1.0,inf,inf,inf
FUT ~ MOD would,1.0,inf,inf,inf
MOD must,1.0,inf,inf,inf
MOD shall ~ TO INF,1.0,inf,inf,inf
MOD could,1.0,inf,inf,inf
PAST ~ PRES PERF,1.0,inf,inf,inf
MOD may ~ TO INF,1.0,inf,inf,inf
MOD shall ~ MOD should,1.0,inf,inf,inf
IMPV ~ MOD may,1.0,inf,inf,inf
FUT ~ TO INF,1.0,inf,inf,inf
MOD would ~ PAST,1.0,inf,inf,inf
MOD would ~ PRES,1.05,inf,inf,23.0
FUT ~ IMPV,1.0,inf,inf,inf
MOD let ~ PRES,1.1,22.0,inf,22.0
PAST ~ PRES PART,1.0,inf,inf,inf
FUT ~ MOD let,1.0,inf,inf,inf
MOD shall ~ PRES PART,1.11,10.0,inf,inf
MOD should ~ TO INF,1.0,inf,inf,inf
MOD must ~ PRES,1.0,inf,inf,inf
FUT ~ PRES PART,1.31,4.25,inf,inf
MOD let ~ TO INF,1.0,inf,inf,inf
MOD lest ~ MOD may,1.0,inf,inf,inf
PRES ~ PRES PROG,1.07,16.0,inf,inf
MOD let ~ MOD shall,1.0,inf,inf,inf
FUT ~ PAST,1.0,inf,inf,inf
IMPV ~ MOD must,1.0,inf,inf,inf
MOD lest ~ PRES,1.0,inf,inf,inf
MOD shall ~ PAST,1.0,inf,inf,inf
MOD should ~ MOD would,1.0,inf,inf,inf
PAST ~ TO INF,1.0,inf,inf,inf
FUT ~ MOD should,1.0,inf,inf,inf
HAB used to ~ PAST,1.0,inf,inf,inf
MOD might,1.0,inf,inf,inf
MOD may ~ MOD must,1.0,inf,inf,inf
IMPV ~ MOD can,1.0,inf,inf,inf
MOD is to,3.33,inf,1.67,10.0
PAST ~ PAST PERF,1.0,inf,inf,inf
MOD let ~ MOD must,1.0,inf,inf,inf
MOD was to ~ PAST,1.0,inf,inf,inf
MOD is to ~ MOD let,2.25,1.8,inf,inf
MOD can ~ MOD should,1.0,inf,inf,inf
MOD let ~ PAST,1.0,inf,inf,inf
