esv_is,0,0,1,1
niv_is,0,1,1,0
eng_TAMsimp,,,,
PRES,-0.07,-0.01,0.06,0.02
FUT,0.06,-0.02,-0.02,-0.01
FUT ~ MOD shall,0.05,-0.02,-0.02,-0.01
IMPV ~ MOD shall,0.05,-0.02,-0.02,-0.01
PAST,0.05,-0.02,-0.02,-0.01
FUT ~ PRES,0.01,0.0,-0.02,0.01
MOD must ~ MOD shall,0.05,-0.02,-0.02,-0.01
MOD is to ~ MOD shall,-0.39,0.42,-0.02,-0.01
MOD can,0.05,-0.02,-0.02,-0.01
MOD shall,0.05,-0.02,-0.02,-0.01
MOD may,0.05,-0.02,-0.02,-0.01
IMPV,0.05,-0.02,-0.02,-0.01
MOD shall ~ PRES,-0.14,0.16,-0.02,-0.01
MOD would,0.05,-0.02,-0.02,-0.01
PAST ~ PRES,-0.03,-0.02,-0.02,0.06
FUT ~ MOD may,0.05,-0.02,-0.02,-0.01
PRES ~ PRES PART,-0.12,0.06,0.03,0.03
PRES ~ PRES PERF,-0.05,-0.02,-0.02,0.08
MOD should,0.05,-0.02,-0.02,-0.01
MOD can ~ PRES,-0.19,0.04,-0.02,0.17
FUT ~ MOD lest,0.05,-0.02,-0.02,-0.01
FUT ~ MOD can,0.05,-0.02,-0.02,-0.01
PRES PERF,0.05,-0.02,-0.02,-0.01
MOD may ~ MOD shall,0.05,-0.02,-0.02,-0.01
PRES PART,-0.12,-0.02,0.13,0.01
IMPV ~ PRES,0.02,-0.02,-0.02,0.01
TO INF,0.05,-0.02,-0.02,-0.01
MOD may ~ PRES,-0.08,0.02,-0.02,0.08
MOD can ~ MOD shall,0.05,-0.02,-0.02,-0.01
MOD should ~ PRES,-0.02,0.03,-0.02,0.01
PRES ~ TO INF,-0.13,0.1,-0.02,0.04
FUT ~ MOD would,0.05,-0.02,-0.02,-0.01
MOD could,0.05,-0.02,-0.02,-0.01
MOD shall ~ TO INF,0.05,-0.02,-0.02,-0.01
MOD must,0.05,-0.02,-0.02,-0.01
MOD let,0.05,-0.02,-0.02,-0.01
MOD can ~ MOD may,0.05,-0.02,-0.02,-0.01
PAST ~ PRES PERF,0.05,-0.02,-0.02,-0.01
MOD shall ~ MOD should,0.05,-0.02,-0.02,-0.01
MOD would ~ PAST,0.05,-0.02,-0.02,-0.01
FUT ~ TO INF,0.05,-0.02,-0.02,-0.01
MOD would ~ PRES,0.0,-0.02,-0.02,0.03
FUT ~ IMPV,0.05,-0.02,-0.02,-0.01
PAST ~ PRES PART,0.05,-0.02,-0.02,-0.01
MOD shall ~ PRES PART,-0.05,0.08,-0.02,-0.01
MOD should ~ TO INF,0.05,-0.02,-0.02,-0.01
MOD must ~ PRES,0.05,-0.02,-0.02,-0.01
PRES ~ PRES PROG,-0.02,0.04,-0.02,-0.01
MOD lest ~ MOD may,0.05,-0.02,-0.02,-0.01
MOD let ~ PRES,-0.02,0.05,-0.02,-0.01
FUT ~ PRES PART,-0.22,0.25,-0.02,-0.01
FUT ~ PAST,0.05,-0.02,-0.02,-0.01
MOD shall ~ PAST,0.05,-0.02,-0.02,-0.01
FUT ~ MOD let,0.05,-0.02,-0.02,-0.01
MOD lest ~ PRES,0.05,-0.02,-0.02,-0.01
MOD should ~ MOD would,0.05,-0.02,-0.02,-0.01
IMPV ~ MOD may,0.05,-0.02,-0.02,-0.01
MOD let ~ MOD shall,0.05,-0.02,-0.02,-0.01
FUT ~ MOD should,0.05,-0.02,-0.02,-0.01
HAB used to ~ PAST,0.05,-0.02,-0.02,-0.01
MOD may ~ TO INF,0.05,-0.02,-0.02,-0.01
IMPV ~ MOD must,0.05,-0.02,-0.02,-0.01
